店舗,緯度,経度
osaka_A2701_A270202_27084754,34.663731,135.504882
osaka_A2701_A270202_27086130,34.661048,135.508612
osaka_A2701_A270202_27095097,34.666586,135.501828
osaka_A2701_A270202_27096690,34.668267,135.505105
osaka_A2701_A270202_27096769,34.659849,135.504332
osaka_A2701_A270202_27098816,34.665511,135.498457
osaka_A2701_A270202_27101322,34.66276,135.503559
osaka_A2701_A270202_27111499,34.665463,135.50179
osaka_A2701_A270202_27111563,34.665463,135.50179
osaka_A2701_A270202_27112089,34.667138,135.499571
osaka_A2701_A270203_27002721,34.642737,135.51225
osaka_A2701_A270203_27002750,34.645332,135.514171
osaka_A2701_A270203_27004895,34.647772,135.509387
osaka_A2701_A270203_27008027,34.63406,135.516379
osaka_A2701_A270203_27008416,34.645043,135.514287
osaka_A2701_A270203_27010128,34.648444,135.524454
osaka_A2701_A270203_27011174,34.649991,135.522039
osaka_A2701_A270203_27015125,34.647931,135.514657
osaka_A2701_A270203_27017208,34.648861,135.513419
osaka_A2701_A270203_27019581,34.648126,135.513913
osaka_A2701_A270203_27021940,34.648357,135.513869
osaka_A2701_A270203_27042315,34.643065,135.523844
osaka_A2701_A270203_27046654,34.648383,135.524567
osaka_A2701_A270203_27049959,34.648584,135.513618
osaka_A2701_A270203_27056245,34.646008,135.511715
osaka_A2701_A270203_27056274,34.645849,135.511937
osaka_A2701_A270203_27056838,34.64588,135.511976
osaka_A2701_A270203_27059500,34.63406,135.516379
osaka_A2701_A270203_27062959,34.649376,135.513748
osaka_A2701_A270203_27064289,34.646468,135.511254
osaka_A2701_A270203_27066977,34.656254,135.514079
osaka_A2701_A270203_27072629,34.639674,135.511323
osaka_A2701_A270203_27086634,34.647848,135.515996
osaka_A2701_A270203_27088045,34.648865,135.524029
osaka_A2701_A270203_27100181,34.644634,135.511348
osaka_A2701_A270203_27110196,34.648646,135.514175
osaka_A2701_A270204_27000640,34.673509,135.517158
osaka_A2701_A270204_27004780,34.673469,135.520206
osaka_A2701_A270204_27004899,34.677834,135.516866
osaka_A2701_A270204_27009531,34.672342,135.516431
osaka_A2701_A270204_27010090,34.673708,135.533571
osaka_A2701_A270204_27012863,34.67395,135.536449
osaka_A2701_A270204_27024049,34.674694,135.51667
osaka_A2701_A270204_27042400,34.674246,135.533645
osaka_A2701_A270204_27059047,34.674179,135.534406
osaka_A2701_A270204_27060541,34.673667,135.530936
osaka_A2701_A270204_27060944,34.673642,135.515211
osaka_A2701_A270204_27065032,34.671625,135.514584
osaka_A2701_A270204_27067498,34.675666,135.52098
osaka_A2701_A270204_27069769,34.67688,135.52104
osaka_A2701_A270204_27075049,34.680104,135.533622
osaka_A2701_A270204_27091926,34.67346,135.517801
osaka_A2701_A270204_27097683,34.672817,135.512361
osaka_A2701_A270204_27098304,34.674018,135.534313
osaka_A2701_A270204_27099850,34.678935,135.516919
osaka_A2701_A270204_27104212,34.674269,135.51726
osaka_A2701_A270204_27118192,34.674285,135.532861
osaka_A2701_A270205_27000561,34.662009,135.535925
osaka_A2701_A270205_27000564,34.665643,135.529408
osaka_A2701_A270205_27000567,34.66541,135.528885
osaka_A2701_A270205_27000571,34.66495,135.529872
osaka_A2701_A270205_27000948,34.668594,135.519507
osaka_A2701_A270205_27002895,34.664654,135.517296
osaka_A2701_A270205_27003709,34.66636,135.532558
osaka_A2701_A270205_27004234,34.668168,135.520009
osaka_A2701_A270205_27007886,34.666255,135.53163
osaka_A2701_A270205_27011261,34.664356,135.5195
osaka_A2701_A270205_27011359,34.66564,135.518788
osaka_A2701_A270205_27012232,34.665645,135.532742
osaka_A2701_A270205_27014595,34.66564,135.518788
osaka_A2701_A270205_27015774,34.664905,135.532512
osaka_A2701_A270205_27020435,34.66624,135.530131
osaka_A2701_A270205_27027881,34.665821,135.530513
osaka_A2701_A270205_27050049,34.666243,135.530287
osaka_A2701_A270205_27050596,34.666998,135.514296
osaka_A2701_A270205_27054797,34.666314,135.530473
osaka_A2701_A270205_27060088,34.66613,135.533906
osaka_A2701_A270205_27060219,34.667012,135.522739
osaka_A2701_A270205_27079574,34.668186,135.529333
osaka_A2701_A270205_27087978,34.661973,135.533606
osaka_A2701_A270205_27091405,34.667362,135.530918
osaka_A2701_A270205_27091709,34.666193,135.53002
osaka_A2701_A270205_27094184,34.666156,135.52991
osaka_A2701_A270205_27097006,34.666221,135.523117
osaka_A2701_A270205_27114247,34.666307,135.529113
osaka_A2701_A270206_27000442,34.649803,135.506043
osaka_A2701_A270206_27000443,34.649694,135.506005
osaka_A2701_A270206_27001105,34.65329,135.506321
osaka_A2701_A270206_27001518,34.659849,135.506752
osaka_A2701_A270206_27002727,34.652638,135.505533
osaka_A2701_A270206_27002756,34.650243,135.506334
osaka_A2701_A270206_27002805,34.650471,135.50622
osaka_A2701_A270206_27002821,34.652982,135.506208
osaka_A2701_A270206_27002833,34.65029,135.506201
osaka_A2701_A270206_27003532,34.651589,135.506135
osaka_A2701_A270206_27004161,34.649524,135.502758
osaka_A2701_A270206_27004260,34.651602,135.506219
osaka_A2701_A270206_27005006,34.654572,135.500197
osaka_A2701_A270206_27005917,34.652813,135.506511
osaka_A2701_A270206_27008441,34.648705,135.505931
osaka_A2701_A270206_27009455,34.65142,135.505805
osaka_A2701_A270206_27009995,34.66881,135.490095
osaka_A2701_A270206_27011377,34.651006,135.505882
osaka_A2701_A270206_27013430,34.651602,135.506219
osaka_A2701_A270206_27015054,34.651395,135.506431
osaka_A2701_A270206_27016977,34.657328,135.500172
osaka_A2701_A270206_27017608,34.653775,135.505391
osaka_A2701_A270206_27020286,34.657328,135.500172
osaka_A2701_A270206_27025761,34.649289,135.505867
osaka_A2701_A270206_27032076,34.650614,135.506209
osaka_A2701_A270206_27032707,34.64692,135.50749
osaka_A2701_A270206_27042610,34.65035,135.506219
osaka_A2701_A270206_27042773,34.647787,135.503402
osaka_A2701_A270206_27045066,34.65035,135.506219
osaka_A2701_A270206_27049999,34.648299,135.505216
osaka_A2701_A270206_27052819,34.651198,135.506514
osaka_A2701_A270206_27052822,34.651198,135.506514
osaka_A2701_A270206_27053505,34.657328,135.500172
osaka_A2701_A270206_27058258,34.660737,135.488426
osaka_A2701_A270206_27058839,34.650186,135.506164
osaka_A2701_A270206_27059630,34.651445,135.506219
osaka_A2701_A270206_27065750,34.649414,135.506035
osaka_A2701_A270206_27071502,34.649186,135.501662
osaka_A2701_A270206_27079311,34.651317,135.505372
osaka_A2701_A270206_27083941,34.651062,135.506471
osaka_A2701_A270206_27088566,34.65071,135.506641
osaka_A2701_A270206_27092428,34.65071,135.506641
osaka_A2701_A270206_27093068,34.658277,135.505354
osaka_A2701_A270206_27103960,34.656864,135.499965
osaka_A2701_A270206_27110118,34.64986,135.506252
osaka_A2701_A270206_27111140,34.654789,135.49903
osaka_A2701_A270301_27001390,34.73372,135.500836
osaka_A2701_A270301_27011929,34.72709,135.499766
osaka_A2701_A270301_27012977,34.726533,135.497706
osaka_A2701_A270301_27013444,34.727037,135.491683
osaka_A2701_A270301_27017718,34.733225,135.500005
osaka_A2701_A270301_27040424,34.728321,135.50122
osaka_A2701_A270301_27045122,34.725499,135.500291
osaka_A2701_A270301_27049145,34.74005,135.497389
osaka_A2701_A270301_27053546,34.739136,135.497384
osaka_A2701_A270301_27054091,34.740288,135.4951
osaka_A2701_A270301_27060149,34.740348,135.498914
osaka_A2701_A270301_27060153,34.732954,135.504019
osaka_A2701_A270301_27060576,34.733816,135.50024
osaka_A2701_A270301_27060865,34.733816,135.50024
osaka_A2701_A270301_27064584,34.72546,135.499202
osaka_A2701_A270301_27068763,34.725823,135.496571
osaka_A2701_A270301_27077536,34.727804,135.499086
osaka_A2701_A270301_27077991,34.726726,135.499684
osaka_A2701_A270301_27080635,34.727318,135.496674
osaka_A2701_A270301_27082871,34.727328,135.49669
osaka_A2701_A270301_27084534,34.728537,135.497009
osaka_A2701_A270301_27086549,34.733466,135.500255
osaka_A2701_A270301_27091130,34.733574,135.498493
osaka_A2701_A270301_27095884,34.728409,135.500631
osaka_A2701_A270301_27098049,34.73372,135.500836
osaka_A2701_A270301_27098716,34.727045,135.499214
osaka_A2701_A270301_27102218,34.726479,135.501361
osaka_A2701_A270301_27105350,34.733437,135.490735
osaka_A2701_A270301_27110286,34.739839,135.496701
osaka_A2701_A270301_27114438,34.726791,135.495369
osaka_A2701_A270302_27000981,34.719224,135.48122
osaka_A2701_A270302_27001863,34.720876,135.483263
osaka_A2701_A270302_27001881,34.719951,135.480959
osaka_A2701_A270302_27004531,34.719837,135.481756
osaka_A2701_A270302_27006309,34.740741,135.493046
osaka_A2701_A270302_27008011,34.725369,135.49753
osaka_A2701_A270302_27012006,34.738584,135.483492
osaka_A2701_A270302_27014025,34.720549,135.482801
osaka_A2701_A270302_27014228,34.720735,135.481759
osaka_A2701_A270302_27014852,34.731979,135.473684
osaka_A2701_A270302_27015288,34.728166,135.486898
osaka_A2701_A270302_27044868,34.732413,135.482079
osaka_A2701_A270302_27049133,34.719181,135.482279
osaka_A2701_A270302_27062386,34.720735,135.486246
osaka_A2701_A270302_27073319,34.719691,135.48284
osaka_A2701_A270302_27082568,34.727724,135.465435
osaka_A2701_A270302_27083645,34.719637,135.481911
osaka_A2701_A270302_27089090,34.712465,135.469407
osaka_A2701_A270302_27089141,34.719463,135.482343
osaka_A2701_A270302_27093756,34.720495,135.483153
osaka_A2701_A270302_27094145,34.714792,135.471193
osaka_A2701_A270302_27097422,34.720129,135.480886
osaka_A2701_A270302_27097472,34.721199,135.488021
osaka_A2701_A270302_27097508,34.712895,135.468214
osaka_A2701_A270302_27098747,34.719798,135.482088
osaka_A2701_A270302_27106224,34.719901,135.483417
osaka_A2701_A270302_27107382,34.719798,135.482088
osaka_A2701_A270302_27117733,34.719035,135.481432
osaka_A2701_A270304_27000719,34.721735,135.54345
osaka_A2701_A270304_27004667,34.721731,135.526104
osaka_A2701_A270304_27014328,34.723854,135.548912
osaka_A2701_A270304_27015801,34.705624,135.523089
osaka_A2701_A270304_27044400,34.721424,135.545604
osaka_A2701_A270304_27044676,34.708564,135.531453
osaka_A2701_A270304_27052710,34.727017,135.554628
osaka_A2701_A270304_27068688,34.724051,135.549864
osaka_A2701_A270304_27070474,34.719669,135.537548
osaka_A2701_A270304_27078394,34.711277,135.540792
osaka_A2701_A270304_27092639,34.724402,135.55152
osaka_A2701_A270304_27105464,34.708305,135.525645
osaka_A2701_A270304_27107608,34.708665,135.525951
osaka_A2701_A270305_27004983,34.70147,135.546018
osaka_A2701_A270305_27019543,34.705454,135.590857
osaka_A2701_A270305_27020390,34.707035,135.552623
osaka_A2701_A270305_27041874,34.700222,135.547732
osaka_A2701_A270305_27044610,34.698529,135.574931
osaka_A2701_A270305_27075344,34.688834,135.569825
osaka_A2701_A270305_27080892,34.700602,135.548234
osaka_A2701_A270305_27086945,34.690356,135.545491
osaka_A2701_A270305_27089701,34.699856,135.546083
osaka_A2701_A270305_27117675,34.699649,135.548055
osaka_A2701_A270306_27002997,34.679507,135.544193
osaka_A2701_A270306_27002999,34.678259,135.562393
osaka_A2701_A270306_27003000,34.66918,135.561669
osaka_A2701_A270306_27007807,34.668989,135.561124
osaka_A2701_A270306_27010832,34.666438,135.533468
osaka_A2701_A270306_27018405,34.662176,135.541802
osaka_A2701_A270306_27032784,34.658965,135.555796
osaka_A2701_A270306_27063763,34.668299,135.544959
osaka_A2701_A270306_27074370,34.669533,135.556746
osaka_A2701_A270306_27075334,34.648155,135.524784
osaka_A2701_A270306_27087159,34.679992,135.548665
osaka_A2701_A270306_27099659,34.661737,135.548967
osaka_A2701_A270306_27118326,34.679321,135.557234
osaka_A2701_A270307_27002613,34.752219,135.532505
osaka_A2701_A270307_27051592,34.74519,135.520267
osaka_A2701_A270307_27075534,34.74011,135.516957
osaka_A2701_A270307_27080636,34.750151,135.533268
osaka_A2701_A270307_27085302,34.739666,135.515897
osaka_A2701_A270307_27108094,34.739877,135.516155
osaka_A2701_A270401_27000244,34.664731,135.462618
osaka_A2701_A270401_27000791,34.682823,135.466806
osaka_A2701_A270401_27002654,34.666441,135.479619
osaka_A2701_A270401_27002707,34.66481,135.461569
osaka_A2701_A270401_27005212,34.670155,135.458397
osaka_A2701_A270401_27011391,34.669889,135.464234
osaka_A2701_A270401_27015118,34.674452,135.478114
osaka_A2701_A270401_27017584,34.683931,135.467696
osaka_A2701_A270401_27073333,34.670047,135.478017
osaka_A2701_A270401_27082937,34.684407,135.457482
osaka_A2701_A270401_27085993,34.666619,135.477838
osaka_A2701_A270401_27097602,34.666407,135.478465
osaka_A2701_A270402_27012202,34.639948,135.470743
osaka_A2701_A270403_27009607,34.668654,135.437596
osaka_A2701_A270403_27012903,34.668654,135.437596
osaka_A2701_A270403_27030079,34.668654,135.437596
osaka_A2701_A270404_27002854,34.614322,135.491187
osaka_A2701_A270404_27003697,34.598878,135.513211
osaka_A2701_A270404_27013396,34.608114,135.513816
osaka_A2701_A270404_27014543,34.604063,135.473087
osaka_A2701_A270404_27018219,34.622844,135.483434
osaka_A2701_A270404_27026773,34.606655,135.513668
osaka_A2701_A270404_27057397,34.612159,135.512932
osaka_A2701_A270404_27061126,34.599175,135.514842
osaka_A2701_A270404_27062863,34.599203,135.513419
osaka_A2701_A270404_27084692,34.616765,135.481225
osaka_A2701_A270404_27097495,34.618898,135.481027
osaka_A2701_A270404_27098093,34.619718,135.475027
osaka_A2701_A270404_27105005,34.606656,135.513683
osaka_A2701_A270405_27000574,34.621269,135.520394
osaka_A2701_A270405_27011913,34.617575,135.517287
osaka_A2701_A270405_27013633,34.601602,135.574196
osaka_A2701_A270405_27017206,34.628691,135.525456
osaka_A2701_A270405_27044028,34.609152,135.527216
osaka_A2701_A270405_27066234,34.618422,135.531644
osaka_A2701_A270405_27082686,34.605917,135.527259
osaka_A2701_A270405_27101059,34.619396,135.548308
osaka_A2701_A270406_27001123,34.625261,135.490581
osaka_A2701_A270406_27007738,34.635973,135.494892
osaka_A2701_A270406_27011178,34.64231,135.502224
osaka_A2701_A270406_27015387,34.634744,135.498652
osaka_A2701_A270406_27019800,34.6299,135.489383
osaka_A2701_A270406_27019822,34.635543,135.493963
osaka_A2701_A270406_27019909,34.64414,135.501064
osaka_A2701_A270406_27020725,34.647103,135.48786
osaka_A2701_A270406_27022872,34.639993,135.495196
osaka_A2701_A270406_27023255,34.646359,135.486772
osaka_A2701_A270406_27025089,34.645183,135.503218
osaka_A2701_A270406_27052519,34.626166,135.491553
osaka_A2701_A270406_27054104,34.64789,135.49007
osaka_A2701_A270406_27054367,34.645574,135.501469
osaka_A2701_A270406_27054383,34.646372,135.504402
osaka_A2701_A270406_27058788,34.645561,135.501951
osaka_A2701_A270406_27059480,34.651469,135.490879
osaka_A2701_A270406_27067664,34.645421,135.500143
osaka_A2701_A270406_27067921,34.64559,135.500511
osaka_A2701_A270406_27097364,34.634014,135.493966
osaka_A2701_A270407_27086703,34.70639,135.446805          
osaka_A2705_A270501_27001078,34.571832,135.4688
osaka_A2705_A270501_27003060,34.572547,135.467714
osaka_A2705_A270501_27003106,34.58138,135.466317
osaka_A2705_A270501_27006311,34.555212,135.505327
osaka_A2705_A270501_27007157,34.577145,135.476503
osaka_A2705_A270501_27007227,34.571221,135.462872
osaka_A2705_A270501_27007792,34.576268,135.483197
osaka_A2705_A270501_27008413,34.576725,135.467932
osaka_A2705_A270501_27011458,34.552953,135.504179
osaka_A2705_A270501_27011726,34.571157,135.457934
osaka_A2705_A270501_27013157,34.533793,135.507757
osaka_A2705_A270501_27014107,34.54381,135.52725
osaka_A2705_A270501_27014572,34.566215,135.498026
osaka_A2705_A270501_27017764,34.570314,135.482032
osaka_A2705_A270501_27022917,34.544252,135.488168
osaka_A2705_A270501_27031958,34.572751,135.490047
osaka_A2705_A270501_27045867,34.576327,135.47486
osaka_A2705_A270501_27046851,34.547966,135.508936
osaka_A2705_A270501_27049297,34.538849,135.54518
osaka_A2705_A270501_27051172,34.53987,135.469692
osaka_A2705_A270501_27052134,34.542158,135.458974
osaka_A2705_A270501_27052572,34.505433,135.506006
osaka_A2705_A270501_27059411,34.566875,135.494241
osaka_A2705_A270501_27060311,34.477464,135.50563
osaka_A2705_A270501_27061050,34.57608,135.482492
osaka_A2705_A270501_27062984,34.496751,135.498477
osaka_A2705_A270501_27068187,34.578249,135.476689
osaka_A2705_A270501_27073187,34.566648,135.494868
osaka_A2705_A270501_27074035,34.575749,135.478655
osaka_A2705_A270501_27075790,34.560602,135.451848
osaka_A2705_A270501_27076069,34.530682,135.498218
osaka_A2705_A270501_27079203,34.575364,135.481731
osaka_A2705_A270501_27080869,34.575695,135.474251
osaka_A2705_A270501_27096619,34.579457,135.475184
osaka_A2705_A270501_27099727,34.579599,135.463859
osaka_A2705_A270502_27006208,34.504317,135.430424
osaka_A2705_A270502_27023488,34.506833,135.401334
osaka_A2705_A270502_27040395,34.438441,135.375711
osaka_A2705_A270502_27042321,34.463889,135.399037
osaka_A2705_A270502_27047695,34.497483,135.435096
osaka_A2705_A270502_27051104,34.511329,135.435519
osaka_A2705_A270502_27086331,34.466086,135.362242
osaka_A2705_A270503_27014539,34.410639,135.311152
osaka_A2705_A270503_27018126,34.434827,135.244467
osaka_A2705_A270503_27068109,34.403764,135.302694
osaka_A2705_A270503_27092251,34.40362,135.351695
osaka_A2705_A270504_27004216,34.341644,135.259839
osaka_A2706_A270601_27003554,34.766825,135.459868
osaka_A2706_A270601_27004096,34.784839,135.463388
osaka_A2706_A270601_27006135,34.810354,135.473146
osaka_A2706_A270601_27009491,34.763622,135.477112
osaka_A2706_A270601_27012525,34.762833,135.472671
osaka_A2706_A270601_27013692,34.779845,135.465436
osaka_A2706_A270601_27054203,34.776189,135.457987
osaka_A2706_A270601_27059898,34.748963,135.475769
osaka_A2706_A270601_27066767,34.791492,135.460875
osaka_A2706_A270601_27069779,34.784773,135.463409
osaka_A2706_A270601_27096948,34.794606,135.449324
osaka_A2706_A270601_27103396,34.791486,135.440457
osaka_A2706_A270602_27002521,34.761008,135.500832
osaka_A2706_A270602_27003426,34.785806,135.534585
osaka_A2706_A270602_27004223,34.798848,135.554012
osaka_A2706_A270602_27010509,34.764712,135.49879
osaka_A2706_A270602_27017957,34.762813,135.498629
osaka_A2706_A270602_27019684,34.75738,135.494655
osaka_A2706_A270602_27042705,34.805894,135.508254
osaka_A2706_A270602_27044590,34.759802,135.525354
osaka_A2706_A270602_27054886,34.773005,135.505814
osaka_A2706_A270602_27066559,34.762158,135.502299
osaka_A2706_A270602_27069878,34.757928,135.497421
osaka_A2706_A270602_27072716,34.75927,135.501724
osaka_A2706_A270602_27074166,34.765304,135.53347
osaka_A2706_A270602_27079553,34.773328,135.506763
osaka_A2706_A270602_27083690,34.764635,135.497152
osaka_A2706_A270602_27108929,34.755706,135.522417
osaka_A2706_A270602_27110513,34.766668,135.536238
osaka_A2706_A270602_27114537,34.761914,135.52487
osaka_A2706_A270603_27010547,34.796779,135.441761
osaka_A2706_A270603_27012536,34.800107,135.435437
osaka_A2706_A270603_27020465,34.816611,135.477094
osaka_A2706_A270603_27071402,34.814546,135.438782
osaka_A2706_A270603_27109108,34.810606,135.444483
osaka_A2706_A270604_27002131,34.828456,135.603128
osaka_A2706_A270604_27003079,34.795452,135.584787
osaka_A2706_A270604_27003934,34.821933,135.603454
osaka_A2706_A270604_27007898,34.84913,135.618094
osaka_A2706_A270604_27011077,34.814718,135.560936
osaka_A2706_A270604_27011970,34.850041,135.619737
osaka_A2706_A270604_27012004,34.849894,135.619438
osaka_A2706_A270604_27012415,34.847899,135.622091
osaka_A2706_A270604_27012830,34.775472,135.546521
osaka_A2706_A270604_27014684,34.848765,135.620439
osaka_A2706_A270604_27017783,34.852171,135.5926
osaka_A2706_A270604_27040392,34.849925,135.621677
osaka_A2706_A270604_27046596,34.816681,135.574463
osaka_A2706_A270604_27051015,34.849394,135.621583
osaka_A2706_A270604_27055900,34.852485,135.616785
osaka_A2706_A270604_27059288,34.851856,135.616618
osaka_A2706_A270604_27060351,34.795682,135.604547
osaka_A2706_A270604_27060548,34.849645,135.620381
osaka_A2706_A270604_27061072,34.853401,135.617015
osaka_A2706_A270604_27064101,34.849851,135.617377
osaka_A2706_A270604_27064537,34.803604,135.556675
osaka_A2706_A270604_27065140,34.809255,135.580903
osaka_A2706_A270604_27083778,34.838199,135.592944
osaka_A2706_A270604_27085768,34.812824,135.574758
osaka_A2706_A270604_27088365,34.852598,135.615077
osaka_A2706_A270604_27092499,34.850249,135.619737
osaka_A2706_A270604_27093116,34.851016,135.621629
osaka_A2706_A270604_27097061,34.845522,135.618519
osaka_A2707_A270701_27004023,34.72753,135.556875
osaka_A2707_A270701_27011389,34.730772,135.572776
osaka_A2707_A270701_27011874,34.734149,135.572333
osaka_A2707_A270701_27012380,34.741807,135.568747
osaka_A2707_A270701_27013171,34.736102,135.561304
osaka_A2707_A270701_27014836,34.725884,135.617478
osaka_A2707_A270701_27017094,34.727998,135.556698
osaka_A2707_A270701_27061274,34.738307,135.564911
osaka_A2707_A270701_27078739,34.727885,135.556787
osaka_A2707_A270701_27094812,34.730447,135.593091
osaka_A2707_A270702_27003087,34.820469,135.676442
osaka_A2707_A270702_27004018,34.767021,135.630869
osaka_A2707_A270702_27056294,34.809312,135.698922
osaka_A2707_A270702_27077026,34.786556,135.630278
osaka_A2707_A270702_27077336,34.799168,135.628208
osaka_A2707_A270702_27077583,34.777686,135.624536
osaka_A2707_A270702_27078379,34.766814,135.623586
osaka_A2707_A270702_27080515,34.746956,135.610804
osaka_A2707_A270702_27093194,34.812926,135.685568
osaka_A2707_A270702_27094977,34.783892,135.628275
osaka_A2707_A270703_27003470,34.687879,135.623872
osaka_A2707_A270703_27004480,34.665073,135.599143
osaka_A2707_A270703_27012498,34.663003,135.562893
osaka_A2707_A270703_27013718,34.662497,135.561952
osaka_A2707_A270703_27015307,34.666753,135.566028
osaka_A2707_A270703_27019201,34.664769,135.562801
osaka_A2707_A270703_27023006,34.674113,135.563539
osaka_A2707_A270703_27023042,34.683331,135.623853
osaka_A2707_A270703_27033248,34.688227,135.589255
osaka_A2707_A270703_27040283,34.669159,135.565871
osaka_A2707_A270703_27043187,34.688009,135.581554
osaka_A2707_A270703_27055337,34.651494,135.585676
osaka_A2707_A270703_27066822,34.664303,135.560442
osaka_A2707_A270703_27073370,34.667349,135.599017
osaka_A2707_A270703_27085429,34.697958,135.603202
osaka_A2707_A270703_27097057,34.663839,135.588468
osaka_A2707_A270703_27097554,34.661873,135.562857
osaka_A2707_A270703_27103068,34.651026,135.580613
osaka_A2707_A270703_27109217,34.684921,135.624592
osaka_A2707_A270703_27120794,34.668958,135.564137
osaka_A2707_A270703_27122790,34.657533,135.571706
osaka_A2707_A270704_27003049,34.731517,135.630981
osaka_A2707_A270704_27003163,34.710352,135.622615
osaka_A2707_A270704_27011240,34.801551,135.675023
osaka_A2707_A270704_27013548,34.793742,135.669067
osaka_A2707_A270704_27052338,34.73247,135.639824
osaka_A2707_A270704_27054613,34.699136,135.607593
osaka_A2707_A270704_27059436,34.731691,135.639565
osaka_A2707_A270705_27013624,34.620093,135.598459
osaka_A2707_A270705_27019261,34.640067,135.590841
osaka_A2707_A270705_27019530,34.593826,135.582292
osaka_A2707_A270705_27019694,34.613358,135.585178
osaka_A2707_A270705_27024091,34.632175,135.602482
osaka_A2707_A270705_27042417,34.641512,135.603415
osaka_A2707_A270705_27051582,34.627863,135.594909
osaka_A2707_A270705_27066366,34.638364,135.598914
osaka_A2707_A270705_27091749,34.63462,135.590177
osaka_A2708_A270801_27003719,34.548318,135.602316
osaka_A2708_A270801_27007813,34.583743,135.562243
osaka_A2708_A270801_27009970,34.573599,135.604842
osaka_A2708_A270801_27075624,34.586716,135.550661
osaka_A2708_A270802_27007782,34.486304,135.552673
osaka_A2708_A270802_27009072,34.493694,135.548101
osaka_A2708_A270802_27017191,34.482367,135.555039
osaka_A2708_A270802_27053353,34.484539,135.554027
osaka_A2708_A270803_27022974,34.457984,135.568941
