,店舗,緯度,経度,cluster_id
621,osaka_A2701_A270301_27098716,34.727045,135.499214,16
622,osaka_A2701_A270301_27102218,34.726479,135.501361,16
623,osaka_A2701_A270301_27105350,34.733437,135.490735,16
624,osaka_A2701_A270301_27110286,34.739839,135.496701,16
625,osaka_A2701_A270301_27114438,34.726791,135.495369,16
626,osaka_A2701_A270302_27000981,34.719224,135.48122,16
627,osaka_A2701_A270302_27001863,34.720876,135.483263,16
628,osaka_A2701_A270302_27001881,34.719951,135.480959,16
629,osaka_A2701_A270302_27004531,34.719837,135.481756,16
630,osaka_A2701_A270302_27006309,34.740741,135.493046,16
631,osaka_A2701_A270302_27008011,34.725369,135.49753,16
632,osaka_A2701_A270302_27012006,34.738584,135.483492,16
633,osaka_A2701_A270302_27014025,34.720549,135.482801,16
634,osaka_A2701_A270302_27014228,34.720735,135.481759,16
635,osaka_A2701_A270302_27014852,34.731979,135.473684,16
636,osaka_A2701_A270302_27015288,34.728166,135.486898,16
637,osaka_A2701_A270302_27044868,34.732413,135.482079,16
638,osaka_A2701_A270302_27049133,34.719181,135.482279,16
639,osaka_A2701_A270302_27062386,34.720735,135.486246,16
640,osaka_A2701_A270302_27073319,34.719691,135.48284,16
641,osaka_A2701_A270302_27082568,34.727724,135.465435,16
642,osaka_A2701_A270302_27083645,34.719637,135.481911,16
643,osaka_A2701_A270302_27089090,34.712465,135.469407,16
644,osaka_A2701_A270302_27089141,34.719463,135.482343,16
645,osaka_A2701_A270302_27093756,34.720495,135.483153,16
646,osaka_A2701_A270302_27094145,34.714792,135.471193,16
647,osaka_A2701_A270302_27097422,34.720129,135.480886,16
648,osaka_A2701_A270302_27097472,34.721199,135.488021,16
649,osaka_A2701_A270302_27097508,34.712895,135.468214,16
650,osaka_A2701_A270302_27098747,34.719798,135.482088,16
651,osaka_A2701_A270302_27106224,34.719901,135.483417,16
652,osaka_A2701_A270302_27107382,34.719798,135.482088,16
653,osaka_A2701_A270302_27117733,34.719035,135.481432,16
654,osaka_A2701_A270304_27000719,34.721735,135.54345,4
655,osaka_A2701_A270304_27004667,34.721731,135.526104,4
656,osaka_A2701_A270304_27014328,34.723854,135.548912,4
657,osaka_A2701_A270304_27015801,34.705624,135.523089,4
658,osaka_A2701_A270304_27044400,34.721424,135.545604,4
659,osaka_A2701_A270304_27044676,34.708564,135.531453,4
660,osaka_A2701_A270304_27052710,34.727017,135.554628,4
661,osaka_A2701_A270304_27068688,34.724051,135.549864,4
662,osaka_A2701_A270304_27070474,34.719669,135.537548,4
663,osaka_A2701_A270304_27078394,34.711277,135.540792,4
664,osaka_A2701_A270304_27092639,34.724402,135.55152,4
665,osaka_A2701_A270304_27105464,34.708305,135.525645,4
666,osaka_A2701_A270304_27107608,34.708665,135.525951,4
667,osaka_A2701_A270305_27004983,34.70147,135.546018,4
668,osaka_A2701_A270305_27019543,34.705454,135.590857,17
669,osaka_A2701_A270305_27020390,34.707035,135.552623,4
670,osaka_A2701_A270305_27041874,34.700222,135.547732,4
671,osaka_A2701_A270305_27044610,34.698529,135.574931,7
672,osaka_A2701_A270305_27075344,34.688834,135.569825,7
673,osaka_A2701_A270305_27080892,34.700602,135.548234,4
674,osaka_A2701_A270305_27086945,34.690356,135.545491,4
675,osaka_A2701_A270305_27089701,34.699856,135.546083,4
676,osaka_A2701_A270305_27117675,34.699649,135.548055,4
677,osaka_A2701_A270306_27002997,34.679507,135.544193,12
678,osaka_A2701_A270306_27002999,34.678259,135.562393,7
679,osaka_A2701_A270306_27003000,34.66918,135.561669,7
680,osaka_A2701_A270306_27007807,34.668989,135.561124,7
681,osaka_A2701_A270306_27010832,34.666438,135.533468,12
682,osaka_A2701_A270306_27018405,34.662176,135.541802,12
683,osaka_A2701_A270306_27032784,34.658965,135.555796,7
684,osaka_A2701_A270306_27063763,34.668299,135.544959,12
685,osaka_A2701_A270306_27074370,34.669533,135.556746,7
686,osaka_A2701_A270306_27075334,34.648155,135.524784,1
687,osaka_A2701_A270306_27087159,34.679992,135.548665,12
688,osaka_A2701_A270306_27099659,34.661737,135.548967,7
689,osaka_A2701_A270306_27118326,34.679321,135.557234,7
690,osaka_A2701_A270307_27002613,34.752219,135.532505,13
691,osaka_A2701_A270307_27051592,34.74519,135.520267,13
692,osaka_A2701_A270307_27075534,34.74011,135.516957,13
693,osaka_A2701_A270307_27080636,34.750151,135.533268,13
694,osaka_A2701_A270307_27085302,34.739666,135.515897,13
695,osaka_A2701_A270307_27108094,34.739877,135.516155,13
696,osaka_A2701_A270401_27000244,34.664731,135.462618,8
697,osaka_A2701_A270401_27000791,34.682823,135.466806,8
698,osaka_A2701_A270401_27002654,34.666441,135.479619,8
699,osaka_A2701_A270401_27002707,34.66481,135.461569,8
700,osaka_A2701_A270401_27005212,34.670155,135.458397,8
701,osaka_A2701_A270401_27011391,34.669889,135.464234,8
702,osaka_A2701_A270401_27015118,34.674452,135.478114,8
703,osaka_A2701_A270401_27017584,34.683931,135.467696,8
704,osaka_A2701_A270401_27073333,34.670047,135.478017,8
705,osaka_A2701_A270401_27082937,34.684407,135.457482,8
706,osaka_A2701_A270401_27085993,34.666619,135.477838,8
707,osaka_A2701_A270401_27097602,34.666407,135.478465,8
708,osaka_A2701_A270402_27012202,34.639948,135.470743,1
709,osaka_A2701_A270403_27009607,34.668654,135.437596,8
710,osaka_A2701_A270403_27012903,34.668654,135.437596,8
711,osaka_A2701_A270403_27030079,34.668654,135.437596,8
712,osaka_A2701_A270404_27002854,34.614322,135.491187,1
713,osaka_A2701_A270404_27003697,34.598878,135.513211,1
714,osaka_A2701_A270404_27013396,34.608114,135.513816,1
715,osaka_A2701_A270404_27014543,34.604063,135.473087,5
716,osaka_A2701_A270404_27018219,34.622844,135.483434,1
717,osaka_A2701_A270404_27026773,34.606655,135.513668,1
718,osaka_A2701_A270404_27057397,34.612159,135.512932,1
719,osaka_A2701_A270404_27061126,34.599175,135.514842,1
720,osaka_A2701_A270404_27062863,34.599203,135.513419,1
721,osaka_A2701_A270404_27084692,34.616765,135.481225,1
722,osaka_A2701_A270404_27097495,34.618898,135.481027,1
723,osaka_A2701_A270404_27098093,34.619718,135.475027,1
724,osaka_A2701_A270404_27105005,34.606656,135.513683,1
725,osaka_A2701_A270405_27000574,34.621269,135.520394,1
726,osaka_A2701_A270405_27011913,34.617575,135.517287,1
727,osaka_A2701_A270405_27013633,34.601602,135.574196,14
728,osaka_A2701_A270405_27017206,34.628691,135.525456,1
729,osaka_A2701_A270405_27044028,34.609152,135.527216,1
730,osaka_A2701_A270405_27066234,34.618422,135.531644,1
731,osaka_A2701_A270405_27082686,34.605917,135.527259,1
732,osaka_A2701_A270405_27101059,34.619396,135.548308,14
733,osaka_A2701_A270406_27001123,34.625261,135.490581,1
734,osaka_A2701_A270406_27007738,34.635973,135.494892,1
735,osaka_A2701_A270406_27011178,34.64231,135.502224,1
736,osaka_A2701_A270406_27015387,34.634744,135.498652,1
737,osaka_A2701_A270406_27019800,34.6299,135.489383,1
738,osaka_A2701_A270406_27019822,34.635543,135.493963,1
739,osaka_A2701_A270406_27019909,34.64414,135.501064,1
740,osaka_A2701_A270406_27020725,34.647103,135.48786,1
741,osaka_A2701_A270406_27022872,34.639993,135.495196,1
742,osaka_A2701_A270406_27023255,34.646359,135.486772,1
743,osaka_A2701_A270406_27025089,34.645183,135.503218,1
744,osaka_A2701_A270406_27052519,34.626166,135.491553,1
745,osaka_A2701_A270406_27054104,34.64789,135.49007,1
746,osaka_A2701_A270406_27054367,34.645574,135.501469,1
747,osaka_A2701_A270406_27054383,34.646372,135.504402,1
748,osaka_A2701_A270406_27058788,34.645561,135.501951,1
749,osaka_A2701_A270406_27059480,34.651469,135.490879,1
750,osaka_A2701_A270406_27067664,34.645421,135.500143,1
751,osaka_A2701_A270406_27067921,34.64559,135.500511,1
752,osaka_A2701_A270406_27097364,34.634014,135.493966,1
753,osaka_A2701_A270407_27086703,34.70639,135.446805,16
754,osaka_A2705_A270501_27001078,34.571832,135.4688,5
755,osaka_A2705_A270501_27003060,34.572547,135.467714,5
756,osaka_A2705_A270501_27003106,34.58138,135.466317,5
757,osaka_A2705_A270501_27006311,34.555212,135.505327,5
758,osaka_A2705_A270501_27007157,34.577145,135.476503,5
759,osaka_A2705_A270501_27007227,34.571221,135.462872,5
760,osaka_A2705_A270501_27007792,34.576268,135.483197,5
761,osaka_A2705_A270501_27008413,34.576725,135.467932,5
762,osaka_A2705_A270501_27011458,34.552953,135.504179,5
763,osaka_A2705_A270501_27011726,34.571157,135.457934,5
764,osaka_A2705_A270501_27013157,34.533793,135.507757,5
765,osaka_A2705_A270501_27014107,34.54381,135.52725,5
766,osaka_A2705_A270501_27014572,34.566215,135.498026,5
767,osaka_A2705_A270501_27017764,34.570314,135.482032,5
768,osaka_A2705_A270501_27022917,34.544252,135.488168,5
769,osaka_A2705_A270501_27031958,34.572751,135.490047,5
770,osaka_A2705_A270501_27045867,34.576327,135.47486,5
771,osaka_A2705_A270501_27046851,34.547966,135.508936,5
772,osaka_A2705_A270501_27049297,34.538849,135.54518,11
773,osaka_A2705_A270501_27051172,34.53987,135.469692,5
774,osaka_A2705_A270501_27052134,34.542158,135.458974,5
775,osaka_A2705_A270501_27052572,34.505433,135.506006,11
776,osaka_A2705_A270501_27059411,34.566875,135.494241,5
777,osaka_A2705_A270501_27060311,34.477464,135.50563,11
778,osaka_A2705_A270501_27061050,34.57608,135.482492,5
779,osaka_A2705_A270501_27062984,34.496751,135.498477,11
780,osaka_A2705_A270501_27068187,34.578249,135.476689,5
781,osaka_A2705_A270501_27073187,34.566648,135.494868,5
782,osaka_A2705_A270501_27074035,34.575749,135.478655,5
783,osaka_A2705_A270501_27075790,34.560602,135.451848,5
784,osaka_A2705_A270501_27076069,34.530682,135.498218,5
785,osaka_A2705_A270501_27079203,34.575364,135.481731,5
786,osaka_A2705_A270501_27080869,34.575695,135.474251,5
787,osaka_A2705_A270501_27096619,34.579457,135.475184,5
788,osaka_A2705_A270501_27099727,34.579599,135.463859,5
789,osaka_A2705_A270502_27006208,34.504317,135.430424,3
790,osaka_A2705_A270502_27023488,34.506833,135.401334,3
791,osaka_A2705_A270502_27040395,34.438441,135.375711,3
792,osaka_A2705_A270502_27042321,34.463889,135.399037,3
793,osaka_A2705_A270502_27047695,34.497483,135.435096,3
794,osaka_A2705_A270502_27051104,34.511329,135.435519,3
795,osaka_A2705_A270502_27086331,34.466086,135.362242,3
796,osaka_A2705_A270503_27014539,34.410639,135.311152,6
797,osaka_A2705_A270503_27018126,34.434827,135.244467,6
798,osaka_A2705_A270503_27068109,34.403764,135.302694,6
799,osaka_A2705_A270503_27092251,34.40362,135.351695,6
800,osaka_A2705_A270504_27004216,34.341644,135.259839,6
801,osaka_A2706_A270601_27003554,34.766825,135.459868,10
802,osaka_A2706_A270601_27004096,34.784839,135.463388,10
803,osaka_A2706_A270601_27006135,34.810354,135.473146,10
804,osaka_A2706_A270601_27009491,34.763622,135.477112,10
805,osaka_A2706_A270601_27012525,34.762833,135.472671,10
806,osaka_A2706_A270601_27013692,34.779845,135.465436,10
807,osaka_A2706_A270601_27054203,34.776189,135.457987,10
808,osaka_A2706_A270601_27059898,34.748963,135.475769,16
809,osaka_A2706_A270601_27066767,34.791492,135.460875,10
810,osaka_A2706_A270601_27069779,34.784773,135.463409,10
811,osaka_A2706_A270601_27096948,34.794606,135.449324,10
812,osaka_A2706_A270601_27103396,34.791486,135.440457,10
813,osaka_A2706_A270602_27002521,34.761008,135.500832,13
814,osaka_A2706_A270602_27003426,34.785806,135.534585,13
815,osaka_A2706_A270602_27004223,34.798848,135.554012,9
816,osaka_A2706_A270602_27010509,34.764712,135.49879,13
817,osaka_A2706_A270602_27017957,34.762813,135.498629,13
818,osaka_A2706_A270602_27019684,34.75738,135.494655,13
819,osaka_A2706_A270602_27042705,34.805894,135.508254,13
820,osaka_A2706_A270602_27044590,34.759802,135.525354,13
821,osaka_A2706_A270602_27054886,34.773005,135.505814,13
822,osaka_A2706_A270602_27066559,34.762158,135.502299,13
823,osaka_A2706_A270602_27069878,34.757928,135.497421,13
824,osaka_A2706_A270602_27072716,34.75927,135.501724,13
825,osaka_A2706_A270602_27074166,34.765304,135.53347,13
826,osaka_A2706_A270602_27079553,34.773328,135.506763,13
827,osaka_A2706_A270602_27083690,34.764635,135.497152,13
828,osaka_A2706_A270602_27108929,34.755706,135.522417,13
829,osaka_A2706_A270602_27110513,34.766668,135.536238,13
830,osaka_A2706_A270602_27114537,34.761914,135.52487,13
831,osaka_A2706_A270603_27010547,34.796779,135.441761,10
832,osaka_A2706_A270603_27012536,34.800107,135.435437,10
833,osaka_A2706_A270603_27020465,34.816611,135.477094,10
834,osaka_A2706_A270603_27071402,34.814546,135.438782,10
835,osaka_A2706_A270603_27109108,34.810606,135.444483,10
836,osaka_A2706_A270604_27002131,34.828456,135.603128,2
837,osaka_A2706_A270604_27003079,34.795452,135.584787,9
838,osaka_A2706_A270604_27003934,34.821933,135.603454,2
839,osaka_A2706_A270604_27007898,34.84913,135.618094,2
840,osaka_A2706_A270604_27011077,34.814718,135.560936,9
841,osaka_A2706_A270604_27011970,34.850041,135.619737,2
842,osaka_A2706_A270604_27012004,34.849894,135.619438,2
843,osaka_A2706_A270604_27012415,34.847899,135.622091,2
844,osaka_A2706_A270604_27012830,34.775472,135.546521,13
845,osaka_A2706_A270604_27014684,34.848765,135.620439,2
846,osaka_A2706_A270604_27017783,34.852171,135.5926,2
847,osaka_A2706_A270604_27040392,34.849925,135.621677,2
848,osaka_A2706_A270604_27046596,34.816681,135.574463,9
849,osaka_A2706_A270604_27051015,34.849394,135.621583,2
850,osaka_A2706_A270604_27055900,34.852485,135.616785,2
851,osaka_A2706_A270604_27059288,34.851856,135.616618,2
852,osaka_A2706_A270604_27060351,34.795682,135.604547,9
853,osaka_A2706_A270604_27060548,34.849645,135.620381,2
854,osaka_A2706_A270604_27061072,34.853401,135.617015,2
855,osaka_A2706_A270604_27064101,34.849851,135.617377,2
856,osaka_A2706_A270604_27064537,34.803604,135.556675,9
857,osaka_A2706_A270604_27065140,34.809255,135.580903,9
858,osaka_A2706_A270604_27083778,34.838199,135.592944,2
859,osaka_A2706_A270604_27085768,34.812824,135.574758,9
860,osaka_A2706_A270604_27088365,34.852598,135.615077,2
861,osaka_A2706_A270604_27092499,34.850249,135.619737,2
862,osaka_A2706_A270604_27093116,34.851016,135.621629,2
863,osaka_A2706_A270604_27097061,34.845522,135.618519,2
864,osaka_A2707_A270701_27004023,34.72753,135.556875,4
865,osaka_A2707_A270701_27011389,34.730772,135.572776,17
866,osaka_A2707_A270701_27011874,34.734149,135.572333,17
867,osaka_A2707_A270701_27012380,34.741807,135.568747,17
868,osaka_A2707_A270701_27013171,34.736102,135.561304,4
869,osaka_A2707_A270701_27014836,34.725884,135.617478,17
870,osaka_A2707_A270701_27017094,34.727998,135.556698,4
871,osaka_A2707_A270701_27061274,34.738307,135.564911,4
872,osaka_A2707_A270701_27078739,34.727885,135.556787,4
873,osaka_A2707_A270701_27094812,34.730447,135.593091,17
874,osaka_A2707_A270702_27003087,34.820469,135.676442,15
875,osaka_A2707_A270702_27004018,34.767021,135.630869,15
876,osaka_A2707_A270702_27056294,34.809312,135.698922,15
877,osaka_A2707_A270702_27077026,34.786556,135.630278,15
878,osaka_A2707_A270702_27077336,34.799168,135.628208,15
879,osaka_A2707_A270702_27077583,34.777686,135.624536,15
880,osaka_A2707_A270702_27078379,34.766814,135.623586,15
881,osaka_A2707_A270702_27080515,34.746956,135.610804,17
882,osaka_A2707_A270702_27093194,34.812926,135.685568,15
883,osaka_A2707_A270702_27094977,34.783892,135.628275,15
884,osaka_A2707_A270703_27003470,34.687879,135.623872,17
885,osaka_A2707_A270703_27004480,34.665073,135.599143,7
886,osaka_A2707_A270703_27012498,34.663003,135.562893,7
887,osaka_A2707_A270703_27013718,34.662497,135.561952,7
888,osaka_A2707_A270703_27015307,34.666753,135.566028,7
889,osaka_A2707_A270703_27019201,34.664769,135.562801,7
890,osaka_A2707_A270703_27023006,34.674113,135.563539,7
891,osaka_A2707_A270703_27023042,34.683331,135.623853,17
892,osaka_A2707_A270703_27033248,34.688227,135.589255,7
893,osaka_A2707_A270703_27040283,34.669159,135.565871,7
894,osaka_A2707_A270703_27043187,34.688009,135.581554,7
895,osaka_A2707_A270703_27055337,34.651494,135.585676,7
896,osaka_A2707_A270703_27066822,34.664303,135.560442,7
897,osaka_A2707_A270703_27073370,34.667349,135.599017,7
898,osaka_A2707_A270703_27085429,34.697958,135.603202,17
899,osaka_A2707_A270703_27097057,34.663839,135.588468,7
900,osaka_A2707_A270703_27097554,34.661873,135.562857,7
901,osaka_A2707_A270703_27103068,34.651026,135.580613,7
902,osaka_A2707_A270703_27109217,34.684921,135.624592,17
903,osaka_A2707_A270703_27120794,34.668958,135.564137,7
904,osaka_A2707_A270703_27122790,34.657533,135.571706,7
905,osaka_A2707_A270704_27003049,34.731517,135.630981,17
906,osaka_A2707_A270704_27003163,34.710352,135.622615,17
907,osaka_A2707_A270704_27011240,34.801551,135.675023,15
908,osaka_A2707_A270704_27013548,34.793742,135.669067,15
909,osaka_A2707_A270704_27052338,34.73247,135.639824,17
910,osaka_A2707_A270704_27054613,34.699136,135.607593,17
911,osaka_A2707_A270704_27059436,34.731691,135.639565,17
912,osaka_A2707_A270705_27013624,34.620093,135.598459,14
913,osaka_A2707_A270705_27019261,34.640067,135.590841,7
914,osaka_A2707_A270705_27019530,34.593826,135.582292,14
915,osaka_A2707_A270705_27019694,34.613358,135.585178,14
916,osaka_A2707_A270705_27024091,34.632175,135.602482,14
917,osaka_A2707_A270705_27042417,34.641512,135.603415,7
918,osaka_A2707_A270705_27051582,34.627863,135.594909,14
919,osaka_A2707_A270705_27066366,34.638364,135.598914,7
920,osaka_A2707_A270705_27091749,34.63462,135.590177,7
921,osaka_A2708_A270801_27003719,34.548318,135.602316,14
922,osaka_A2708_A270801_27007813,34.583743,135.562243,14
923,osaka_A2708_A270801_27009970,34.573599,135.604842,14
924,osaka_A2708_A270801_27075624,34.586716,135.550661,14
925,osaka_A2708_A270802_27007782,34.486304,135.552673,11
926,osaka_A2708_A270802_27009072,34.493694,135.548101,11
927,osaka_A2708_A270802_27017191,34.482367,135.555039,11
928,osaka_A2708_A270802_27053353,34.484539,135.554027,11
929,osaka_A2708_A270803_27022974,34.457984,135.568941,11
